name,link,min_salary,max_salary,currency,employer,source
Водитель категории C на грузовом автомобиле,https://hh.ru/vacancy/47488550?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,70 000,руб.,ООО ЛАТ плюс,hh.ru
"Водитель-экспедитор категории В, С",https://hh.ru/vacancy/47314718?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,,руб.,ГК АВТОРУСЬ,hh.ru
Водитель-экспедитор (IKEA),https://hh.ru/vacancy/40576036?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,Деловые Линии,hh.ru
Водитель категории Б,https://hh.ru/vacancy/47116964?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,130 000,руб.,ООО Департамент Ф53,hh.ru
"Водитель спецавтотранспорта (категория В, С, Е к С)",https://hh.ru/vacancy/45347923?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,45 000,руб.,ВГТРК (Всероссийская государственная телевизионная и радиовещательная компания),hh.ru
Водитель - грузчик категории Б,https://hh.ru/vacancy/47251365?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,100 000,руб.,ООО Чердак,hh.ru
Водитель-экспедитор (категория В),https://hh.ru/vacancy/44046151?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,,руб.,S3,hh.ru
"Водитель категории С,Е",https://hh.ru/vacancy/47628365?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Профтехстрой,hh.ru
Водитель категории Е,https://hh.ru/vacancy/47614342?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Траст,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47576244?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,120 000,200 000,руб.,ООО МТ ЛОГИСТИК,hh.ru
Водитель категории С,https://hh.ru/vacancy/47588879?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,75 000,руб.,АО Агрокомбинат Московский,hh.ru
Водитель,https://hh.ru/vacancy/44894150?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,95 000,руб.,ООО УниверсалПрестижСервис,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47573656?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,100 000,руб.,ИП Школина Марина Александровна,hh.ru
Персональный водитель на автомобиле компании,https://hh.ru/vacancy/42106381?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,140 000,руб.,ООО Олес Дом'Ъ и Компани,hh.ru
Водитель экспедитор,https://hh.ru/vacancy/47696670?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,110 000,руб.,JCat.ru,hh.ru
Водитель-курьер на личном транспорте,https://hh.ru/vacancy/47555952?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,130 000,руб.,РЭД Экспресс,hh.ru
Водитель эвакуатора кат. С,https://hh.ru/vacancy/47736570?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,AVTO-MAGISTRAL,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46987056?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ООО Навитранс,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47630629?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Стройхолдинг,hh.ru
Водитель категории Е,https://hh.ru/vacancy/47621428?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,80 000,руб.,Группа компаний DokaGene,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47718738?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,80 000,руб.,ООО СК Авангард,hh.ru
Водитель,https://hh.ru/vacancy/46588659?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,47 800,47 800,руб.,ООО Авто Спец Услуги,hh.ru
Водитель-экспедитор на своем грузовом автомобиле типа Газель,https://hh.ru/vacancy/47577298?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,150 000,,руб.,ООО Аксион,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47094671?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,90 000,руб.,Транспортная компания IPL Logistics (ИП Лотов Роман Александрович),hh.ru
Водитель-экспедитор на автомобиле компании (Грузовой / легковой автомобиль),https://hh.ru/vacancy/47581073?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,Курьер Сервис Экспресс,hh.ru
Водитель-экспедитор с личным автомобилем,https://hh.ru/vacancy/46805174?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,100 000,руб.,Курьер Сервис Экспресс,hh.ru
"Водитель-экспедитор (категория Е, бензовоз)",https://hh.ru/vacancy/46918794?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,,руб.,ООО СПК,hh.ru
"Водитель-экспедитор (В, С)",https://hh.ru/vacancy/46420556?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,ООО ТТС-Авто,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47112550?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,75 000,руб.,ООО Аврора,hh.ru
Водитель на личном автомобиле,https://hh.ru/vacancy/47517118?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,120 000,руб.,ООО ТК Легтранс,hh.ru
Водитель-экспедитор на автомобиль компании (5 тонн),https://hh.ru/vacancy/45105318?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,65 000,руб.,"Агора, Группа компаний",hh.ru
Водитель-экспедитор на личном автомобиле,https://hh.ru/vacancy/47673000?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,80 000,руб.,ООО Фарм-Инвест,hh.ru
Личный водитель,https://hh.ru/vacancy/47568420?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,60 000,руб.,Azali,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/35841013?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,125 000,150 000,руб.,"Красное & Белое, розничная сеть",hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46691180?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ООО Мультифора,hh.ru
Водитель-экспедитор категории С,https://hh.ru/vacancy/47569517?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО ВМ-Логистик,hh.ru
Водитель-экспедитор на автомобиле компании,https://hh.ru/vacancy/47578772?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,70 000,руб.,ООО ТД ТАЛАНТ,hh.ru
"Водитель-экспедитор категории В, С на  автомобиль компании",https://hh.ru/vacancy/47663378?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,RDWI,hh.ru
Водитель самосвала категории С,https://hh.ru/vacancy/47178518?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,90 000,руб.,ООО Гио Строй,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/45175683?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,Сеть ресторанов Грабли,hh.ru
"Водитель категории В,С",https://hh.ru/vacancy/46988834?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,53 511,64 213,руб.,UTG Group,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47496980?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,50 000,руб.,ООО Техника Современной Съемки,hh.ru
Водитель,https://hh.ru/vacancy/36372329?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,65 000,100 000,руб.,ООО Эджайл,hh.ru
Водитель,https://hh.ru/vacancy/43575552?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,74 700,,руб.,Автопитер,hh.ru
Водитель-курьер на личном автомобиле,https://hh.ru/vacancy/46384895?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,90 000,руб.,Почтальон сервис,hh.ru
Водитель с личным грузовым автомобилем,https://hh.ru/vacancy/47166484?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,ООО Автофлот-Столица,hh.ru
Водитель с личным автомобилем 3-5 тонн,https://hh.ru/vacancy/46357383?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,140 000,,руб.,ООО ДАМТРАНС,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47370091?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,60 000,руб.,ООО Авто Картель,hh.ru
Водитель-курьер,https://hh.ru/vacancy/47098014?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,,руб.,ООО Ледпремиум,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47175686?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,,руб.,ЭКСПРЕСС,hh.ru
Водитель на личном легковом автомобиле,https://hh.ru/vacancy/47513143?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,55 000,руб.,ШмитМоторс,hh.ru
Водитель,https://hh.ru/vacancy/47563750?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,40 000,50 000,руб.,Четыре Сезона Клининговая компания,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47435481?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,35 000,руб.,RSS Ltd.,hh.ru
Водитель-экспедитор на легковом автомобиле,https://hh.ru/vacancy/46953627?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,45 000,50 000,руб.,Нефтяная Компания Агат,hh.ru
"Водитель категория ""С""",https://hh.ru/vacancy/47378258?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,65 000,руб.,ООО Софи де Марко,hh.ru
Водитель,https://hh.ru/vacancy/47570562?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,20 000,40 000,руб.,Lares & Penates,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47609835?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,65 000,руб.,ООО С-КОМ,hh.ru
Водитель категории D,https://hh.ru/vacancy/36754916?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,,руб.,НТА,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47051990?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,46 000,руб.,ФГУП Президент-Отель,hh.ru
Водитель-экспедитор категории Е,https://hh.ru/vacancy/47590811?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,95 000,,руб.,Delko,hh.ru
Водитель-экспедитор на личном автомобиле,https://hh.ru/vacancy/47572306?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,100 000,руб.,ООО Сласти-Трейд,hh.ru
Водитель (ДЭБ),https://hh.ru/vacancy/45449229?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,42 000,42 000,руб.,ЮНЭКТ,hh.ru
Водитель-экспедитор (категории В),https://hh.ru/vacancy/44182597?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,ОМЕГА,hh.ru
Водитель - экспедитор категории E на автомобиль компании,https://hh.ru/vacancy/47143608?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,110 000,,руб.,ООО РД Транспорт,hh.ru
Водитель категории В,https://hh.ru/vacancy/47584031?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,80 000,руб.,ООО Департамент Ф53,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46962659?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО ТФ Столичный,hh.ru
Водитель автомобиля,https://hh.ru/vacancy/46755528?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,55 000,руб.,ООО Торговый Дом Завод деревоизделий,hh.ru
Водитель категории В,https://hh.ru/vacancy/47541761?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,80 000,,руб.,ООО Департамент Ф53,hh.ru
Водитель-экспедитор на автомобиле организации,https://hh.ru/vacancy/46824298?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,100 000,руб.,Зест-персонал,hh.ru
Водитель категории Е,https://hh.ru/vacancy/46972025?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,70 000,120 000,руб.,ИП Гуськов Александр Викторович,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46793227?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,75 000,120 000,руб.,"ПАО Группа предприятий «Черкизово», Сегмент «Птицеводство»",hh.ru
"Водитель-экспедитор с категорией С,В",https://hh.ru/vacancy/47508810?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,100 000,100 000,руб.,ООО Диаманд,hh.ru
Водитель на трал,https://hh.ru/vacancy/47593846?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,110 000,руб.,ООО Автоспецтяж-М,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46874836?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,Рыбин Евгений Николаевич,hh.ru
Водитель категории В,https://hh.ru/vacancy/40648533?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,55 000,,руб.,ООО Эджайл,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/46974556?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,50 000,55 000,руб.,ООО СИМПЛА,hh.ru
Водитель на личном автомобиле,https://hh.ru/vacancy/47413098?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,ООО Фрешдэй,hh.ru
Водитель-экспедитор на личном рефрижераторе,https://hh.ru/vacancy/47448103?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,83 000,120 000,руб.,JCat.ru,hh.ru
Водитель-курьер,https://hh.ru/vacancy/46591616?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,60 000,,руб.,Мегацвет24,hh.ru
Водитель-экспедитор на 5-тонник,https://hh.ru/vacancy/47721169?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,65 000,руб.,ООО БАЗИС пром,hh.ru
Водитель категории С (самосвал),https://hh.ru/vacancy/47340398?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,,,,ООО Техноком-СП,hh.ru
Водитель категории Е,https://hh.ru/vacancy/47410299?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,90 000,100 000,руб.,ООО Карго-Сервис,hh.ru
Водитель штатный,https://hh.ru/vacancy/47508750?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,120 000,,руб.,ИП Хлопков Ювеналий Вячеславович,hh.ru
Водитель-экспедитор,https://hh.ru/vacancy/47329564?from=vacancy_search_list&query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,57 000,57 000,руб.,ППФ Мастер,hh.ru
